,Country,Year,Total Exports,Population,Total Exports Per Capita
0,Afghanistan,2018,26164153,335056497,7.808877975585115
1,Albania,2018,4221500,335056497,1.2599367682161375
2,Algeria,2018,8189964,335056497,2.4443531384499613
3,Andorra,2018,143275,335056497,0.042761445094437314
4,Angola,2018,2502012,335056497,0.7467433171427206
5,Anguilla,2018,1717970,335056497,0.5127403931522629
6,Antigua Barbuda,2018,3930383,335056497,1.1730508243211293
7,Argentina,2018,267488553,335056497,79.83386545105556
8,Armenia,2018,722445,335056497,0.2156188602425459
9,Aruba,2018,5902518,335056497,1.7616485735538505
10,Australia,2018,1303241107,335056497,388.96159861660584
11,Austria,2018,109798202,335056497,32.77005608997339
12,Azerbaijan,2018,3436230,335056497,1.0255673388718083
13,Bahamas,2018,27087389,335056497,8.084424341128356
14,Bahrain,2018,12888386,335056497,3.846630677333202
15,Bangladesh,2018,2559118,335056497,0.7637870099262692
16,Barbados,2018,6398764,335056497,1.9097567297732478
17,Belarus,2018,7154677,335056497,2.1353643531944404
18,Belgium,2018,515144060,335056497,153.74841694235226
19,Belize,2018,6338149,335056497,1.8916657509255819
20,Benin,2018,46841986,335056497,13.980324637608803
21,Bermuda,2018,11052152,335056497,3.2985935503289165
22,Bhutan,2018,7677,335056497,0.0022912553759552976
23,Bolivia,2018,20431050,335056497,6.09779251646626
24,Bosnia-Hercegovina,2018,282428,335056497,0.08429264990495021
25,Botswana,2018,565763,335056497,0.16885600042550436
26,Br Indian Ocean Territory,2018,68289,335056497,0.02038133885223542
27,Brazil,2018,1229461048,335056497,366.9414140624768
28,British Virgin Islands,2018,4919438,335056497,1.468241339609063
29,Brunei,2018,1062530,335056497,0.3171196528088814
30,Bulgaria,2018,3382045,335056497,1.0093954393607834
31,Burkina (Upper Volta),2018,1228615,335056497,0.3666889050057728
32,Burma (Myanmar),2018,684480,335056497,0.20428793535676462
33,Burundi,2018,25236,335056497,0.007531864096340744
34,Cambodia (Kampuchea),2018,60350387,335056497,18.012003211506148
35,Cameroon,2018,3388536,335056497,1.0113327245822665
36,Canada,2018,30749813818,335056497,9177.501135875602
37,Cape Verde,2018,889355,335056497,0.26543433957049933
38,Cayman Islands,2018,9734090,335056497,2.9052085505448355
39,Central African Republic,2018,119163,335056497,0.035565046810598036
40,Chad,2018,315147,335056497,0.0940578686943056
41,Chile,2018,374391440,335056497,111.73979413985218
42,China,2018,3661971653,335056497,1092.9415444225813
43,Christmas Island,2018,21820,335056497,0.006512334545179704
44,Cocos (Keeling) Islands,2018,0,335056497,0.0
45,Colombia,2018,314549123,335056497,93.87942804165353
46,Comoros,2018,0,335056497,0.0
47,Congo,2018,736826,335056497,0.21991097220836758
48,"Congo, Dem Republic (Former Zaire)",2018,865384,335056497,0.25828002374178705
49,Cook Islands,2018,202306,335056497,0.06037966785046404
50,Costa Rica,2018,60763210,335056497,18.135213178689682
51,Croatia,2018,1197045,335056497,0.3572666134571329
52,Cuba,2018,25630,335056497,0.007649456204993393
53,Curacao,2018,6049615,335056497,1.8055507217936442
54,Cyprus,2018,530679,335056497,0.1583849305271045
55,Czech Republic,2018,76792179,335056497,22.919173240207307
56,Denmark,2018,25706439,335056497,7.672269969443392
57,Djibouti,2018,803906,335056497,0.23993147639217394
58,Dominica,2018,1821895,335056497,0.5437575502378633
59,Dominican Republic,2018,173808472,335056497,51.874377472525175
60,East Timor,2018,46738,335056497,0.01394928927463836
61,Ecuador,2018,97865701,335056497,29.20871610497378
62,Egypt,2018,75266817,335056497,22.463918077672734
63,El Salvador,2018,49420699,335056497,14.749959914969207
64,Equatorial Guinea,2018,4052864,335056497,1.2096061518842895
65,Eritrea,2018,231650,335056497,0.06913759383092935
66,Estonia,2018,6927640,335056497,2.0676035420975585
67,Ethiopia,2018,7897965,335056497,2.357203955367563
68,Falkland Islands,2018,4100,335056497,0.0012236742270960949
69,Faroe Islands,2018,4405,335056497,0.0013147036513069018
70,Fed States of Micronesia,2018,196152,335056497,0.058542962681305655
71,Fiji,2018,1113239,335056497,0.33225411534103155
72,Finland,2018,38559965,335056497,11.508496431274992
73,France,2018,447151657,335056497,133.45559957907636
74,French Guiana,2018,935910,335056497,0.2793290111906112
75,French Polynesia,2018,2614505,335056497,0.7803176549058233
76,French S. Antarctic Terr,2018,0,335056497,0.0
77,Gabon,2018,1337442,335056497,0.39916909893557445
78,Gambia,2018,1923265,335056497,0.5740121493599929
79,Gaza Strip,2018,12627,335056497,0.003768618162327412
80,Georgia,2018,18265727,335056497,5.451536431481285
81,Germany,2018,2510446944,335056497,749.2607863085252
82,Ghana,2018,24600185,335056497,7.342100577145352
83,Gibraltar,2018,531005,335056497,0.15848222755101507
84,Greece,2018,6225550,335056497,1.8580597767068519
85,Greenland,2018,63640,335056497,0.018993811661559872
86,Grenada,2018,1598011,335056497,0.4769377744673311
87,Guadeloupe,2018,1449484,335056497,0.43260883253369653
88,Guatemala,2018,103035050,335056497,30.75154516403841
89,Guinea,2018,4822160,335056497,1.4392080270570011
90,Guinea-Bissau,2018,16896,335056497,0.005042731644150151
91,Guyana,2018,10286756,335056497,3.070155657957589
92,Haiti,2018,10773343,335056497,3.215381016772225
93,Heard Isl & McDonald Isl,2018,13340,335056497,0.0039814180949907085
94,Honduras,2018,78084055,335056497,23.304742841622915
95,Hong Kong,2018,621361030,335056497,185.44962881289837
96,Hungary,2018,139797521,335056497,41.72356669746953
97,Iceland,2018,5389578,335056497,1.6085579740302722
98,India,2018,637471291,335056497,190.2578510513109
99,Indonesia,2018,53641754,335056497,16.009763869763134
100,Iran,2018,78250,335056497,0.02335427030982181
101,Iraq,2018,32389795,335056497,9.666965210347794
102,Ireland,2018,26231197,335056497,7.828887735312293
103,Israel,2018,62301926,335056497,18.594453937719045
104,Italy,2018,837015834,335056497,249.81334237491296
105,Ivory Coast,2018,3329143,335056497,0.993606460345701
106,Jamaica,2018,18846746,335056497,5.624945693860101
107,Japan,2018,1927854286,335056497,575.3818544816936
108,Jordan,2018,19286251,335056497,5.756119094147874
109,Kazakhstan,2018,11587280,335056497,3.458306316620985
110,Kenya,2018,3512585,335056497,1.0483560329230088
111,Kiribati (Gilbert Isl),2018,83065,335056497,0.02479134138383832
112,Korea,2018,793461244,335056497,236.81416450790388
113,Kosovo,2018,101193,335056497,0.03020177221037442
114,Kuwait,2018,49709935,335056497,14.836284461005393
115,Kyrgyzstan,2018,1247764,335056497,0.3724040605605687
116,Laos,2018,54975,335056497,0.016407680642587272
117,Latvia,2018,5586506,335056497,1.6673325394433405
118,Lebanon,2018,36677305,335056497,10.94660313362018
119,Lesotho,2018,0,335056497,0.0
120,Liberia,2018,4610985,335056497,1.3761813429333383
121,Libya,2018,12629501,335056497,3.7693646036059407
122,Liechtenstein,2018,903601,335056497,0.26968615982396543
123,Lithuania,2018,13021472,335056497,3.8863511427447412
124,Luxembourg,2018,13687122,335056497,4.08501913037072
125,Macao,2018,529481,335056497,0.1580273788870896
126,Macedonia,2018,20872417,335056497,6.229521643927412
127,Madagascar,2018,905031,335056497,0.2701129535178063
128,Malawi,2018,139464,335056497,0.04162402497749507
129,Malaysia,2018,130120507,335056497,38.83539288599439
130,Maldive Islands,2018,1102103,335056497,0.32893049675738717
131,Mali,2018,1295311,335056497,0.3865948016522121
132,Malta and Gozo,2018,4878691,335056497,1.4560801069916278
133,Marshall Islands,2018,851672,335056497,0.254187579594972
134,Martinique,2018,1836239,335056497,0.5480386192899283
135,Mauritania,2018,3865631,335056497,1.1537251283326106
136,Mauritius,2018,511336,335056497,0.15261187428936798
137,Mayotte,2018,52588,335056497,0.015695263476714495
138,Mexico,2018,32762586770,335056497,9778.227571572803
139,Moldova,2018,87436,335056497,0.026095897492774182
140,Monaco,2018,108527,335056497,0.03239065679123363
141,Mongolia,2018,7769016,335056497,2.3187182070968766
142,Montenegro,2018,375658,335056497,0.11211780800060116
143,Montserrat,2018,203167,335056497,0.06063663943815421
144,Morocco,2018,13545715,335056497,4.042815203192434
145,Mozambique,2018,2877225,335056497,0.8587283117211125
146,Namibia,2018,1556642,335056497,0.4645909015159315
147,Nauru,2018,218380,335056497,0.06517706773493785
148,Nepal,2018,276051,335056497,0.08238938879612294
149,Netherlands,2018,1681991811,335056497,502.0024461725331
150,Netherlands Antilles,2018,0,335056497,0.0
151,New Caledonia,2018,669778,335056497,0.19990001865267518
152,New Zealand,2018,62567461,335056497,18.67370475135123
153,Nicaragua,2018,18785611,335056497,5.606699517305584
154,Niger,2018,1068524,335056497,0.31890860483747013
155,Nigeria,2018,146609191,335056497,43.75655816636798
156,Niue,2018,874451,335056497,0.26098613452644076
157,Norfolk Island,2018,0,335056497,0.0
158,Norway,2018,50374983,335056497,15.03477277743998
159,Oman,2018,35884247,335056497,10.709909320158625
160,Pakistan,2018,14814522,335056497,4.421499697109291
161,Palau,2018,118845,335056497,0.035470137443715945
162,Panama,2018,137864187,335056497,41.14654938328207
163,Papua New Guinea,2018,1958876,335056497,0.5846405061651438
164,Paraguay,2018,317786352,335056497,94.84560211348476
165,Peru,2018,255870008,335056497,76.36622787231015
166,Philippines,2018,61227407,335056497,18.27375608239586
167,Pitcairn Island,2018,0,335056497,0.0
168,Poland,2018,207882527,335056497,62.044022086221474
169,Portugal,2018,24040431,335056497,7.175038005605365
170,Qatar,2018,40794518,335056497,12.175414703270176
171,Republic of South Africa,2018,669255366,335056497,199.74403480974732
172,Reunion,2018,1784619,335056497,0.5326322623136599
173,Romania,2018,36052315,335056497,10.76007041284145
174,Russia,2018,426559099,335056497,127.30960384869063
175,Rwanda,2018,319619,335056497,0.09539256897322602
176,San Marino,2018,148549,335056497,0.044335507990462875
177,Sao Tome and Principe,2018,0,335056497,0.0
178,Saudi Arabia,2018,214759592,335056497,64.09653115904212
179,Senegal,2018,7530094,335056497,2.247410233027059
180,Serbia,2018,1319111,335056497,0.3936980813119407
181,Seychelles,2018,840748,335056497,0.2509272339225823
182,Sierra Leone,2018,4893336,335056497,1.4604510116393892
183,Singapore,2018,377015084,335056497,112.52283939445591
184,Sint Maarten,2018,8016789,335056497,2.392667825211579
185,Slovakia,2018,21753633,335056497,6.492526840928561
186,Slovenia,2018,1977046,335056497,0.5900634721910795
187,Solomon Islands,2018,445926,335056497,0.13308979351025688
188,Somalia,2018,421171,335056497,0.1257014872927535
189,South Sudan,2018,27223,335056497,0.008124898410789509
190,Spain,2018,503597784,335056497,150.30234856183074
191,Sri Lanka (Ceylon),2018,2332787,335056497,0.6962369095621507
192,St Christopher-Nevis,2018,2122074,335056497,0.6333481126318825
193,St Helena,2018,5797,335056497,0.001730155974262454
194,St Lucia,2018,2549720,335056497,0.7609821098320622
195,St Pierre and Miquelon,2018,0,335056497,0.0
196,St Vincent and Grenadines,2018,1511188,335056497,0.4510248311943642
197,Sudan,2018,120152,335056497,0.035860220910743895
198,Suriname,2018,16258566,335056497,4.852484922863621
199,"Svalbard, Jan Mayen Island",2018,0,335056497,0.0
200,Swaziland,2018,459879,335056497,0.13725416582505487
201,Sweden,2018,136636377,335056497,40.780100736264785
202,Switzerland,2018,23642786,335056497,7.056358020719115
203,Syria,2018,0,335056497,0.0
204,Taiwan,2018,71283480,335056497,21.275062754565838
205,Tajikistan,2018,30112,335056497,0.008987141055199417
206,Tanzania,2018,6397327,335056497,1.909327846879507
207,Thailand,2018,546413048,335056497,163.08086931381007
208,Togo,2018,12559443,335056497,3.7484552940932825
209,Tokelau Islands,2018,0,335056497,0.0
210,Tonga,2018,195424,335056497,0.058325685891713955
211,Trinidad and Tobago,2018,24062285,335056497,7.1815604876929156
212,Tunisia,2018,2402871,335056497,0.7171539789601513
213,Turkey,2018,259980315,335056497,77.5929782970303
214,Turkmenistan,2018,537194,335056497,0.16032937871967307
215,Turks and Caicos Islands,2018,4043347,335056497,1.2067657353917838
216,Tuvalu,2018,21845,335056497,0.006519795973393705
217,Uganda,2018,1125374,335056497,0.33587589259610745
218,Ukraine,2018,13599272,335056497,4.058799671626723
219,United Arab Emirates,2018,580421751,335056497,173.23100915724072
220,United Kingdom,2018,2060875606,335056497,615.0830156861575
221,Uruguay,2018,14059852,335056497,4.196263055898898
222,Uzbekistan,2018,1474911,335056497,0.44019770194159225
223,Vanuatu (New Hebrides),2018,243580,335056497,0.07269818737465043
224,Vatican City,2018,26663,335056497,0.007957762418795896
225,Venezuela,2018,46316154,335056497,13.82338632878383
226,Vietnam,2018,33166877,335056497,9.898890872723474
227,Wallis and Futuna,2018,0,335056497,0.0
228,West Bank,2018,0,335056497,0.0
229,Western Sahara,2018,0,335056497,0.0
230,Western Samoa,2018,555989,335056497,0.1659388804509587
231,Yemen (Sana),2018,1051329,335056497,0.31377663451188054
232,Zambia,2018,30225559,335056497,9.021033548261563
233,Zimbabwe (Rhodesia),2018,3456721,335056497,1.0316830238931316
234,Afghanistan,2019,23166924,337790067,6.858379290353733
235,Albania,2019,4673425,337790067,1.3835294333862103
236,Algeria,2019,7768895,337790067,2.2999181322877678
237,Andorra,2019,0,337790067,0.0
238,Angola,2019,2771089,337790067,0.8203583440480504
239,Anguilla,2019,529019,337790067,0.15661176916726802
240,Antigua Barbuda,2019,3433798,337790067,1.0165479495878722
241,Argentina,2019,194986715,337790067,57.72422994309066
242,Armenia,2019,418773,337790067,0.1239743381796955
243,Aruba,2019,6126684,337790067,1.8137549319944923
244,Australia,2019,1299923847,337790067,384.83187458558393
245,Austria,2019,86947159,337790067,25.739998743065467
246,Azerbaijan,2019,3811689,337790067,1.128419504413669
247,Bahamas,2019,24267066,337790067,7.1840673751960855
248,Bahrain,2019,7488067,337790067,2.2167812885984004
249,Bangladesh,2019,1566354,337790067,0.4637063528573207
250,Barbados,2019,5832595,337790067,1.7266922771888376
251,Belarus,2019,2049165,337790067,0.6066386197199812
252,Belgium,2019,570884549,337790067,169.00572419733112
253,Belize,2019,6156466,337790067,1.8225716506933285
254,Benin,2019,46003033,337790067,13.618823492521466
255,Bermuda,2019,4781226,337790067,1.4154430420240864
256,Bhutan,2019,0,337790067,0.0
257,Bolivia,2019,17524036,337790067,5.187848226454806
258,Bosnia-Hercegovina,2019,371080,337790067,0.1098552137117756
259,Botswana,2019,614914,337790067,0.1820402848020987
260,Br Indian Ocean Territory,2019,35473,337790067,0.010501492928742633
261,Brazil,2019,1132108057,337790067,335.151375839598
262,British Virgin Islands,2019,3361011,337790067,0.9949999506646239
263,Brunei,2019,773516,337790067,0.22899311601131245
264,Bulgaria,2019,2472278,337790067,0.7318977795756203
265,Burkina (Upper Volta),2019,684646,337790067,0.20268387584055275
266,Burma (Myanmar),2019,806760,337790067,0.23883473163229516
267,Burundi,2019,0,337790067,0.0
268,Cambodia (Kampuchea),2019,57646799,337790067,17.06586564607301
269,Cameroon,2019,3787931,337790067,1.1213861418843911
270,Canada,2019,29422005117,337790067,8710.145143788375
271,Cape Verde,2019,808806,337790067,0.23944043327952566
272,Cayman Islands,2019,8419728,337790067,2.4925919446885336
273,Central African Republic,2019,218235,337790067,0.06460669549528228
274,Chad,2019,4116177,337790067,1.2185606985299542
275,Chile,2019,415207483,337790067,122.91879589224274
276,China,2019,2587226278,337790067,765.9272816923891
277,Christmas Island,2019,47349,337790067,0.014017286067799027
278,Cocos (Keeling) Islands,2019,0,337790067,0.0
279,Colombia,2019,289664557,337790067,85.75283446685837
280,Comoros,2019,0,337790067,0.0
281,Congo,2019,1463988,337790067,0.43340173173298197
282,"Congo, Dem Republic (Former Zaire)",2019,1717172,337790067,0.5083547942219391
283,Cook Islands,2019,0,337790067,0.0
284,Costa Rica,2019,54909273,337790067,16.255443354999542
285,Croatia,2019,2168638,337790067,0.6420076289573073
286,Cuba,2019,60460,337790067,0.017898690904963762
287,Curacao,2019,4708025,337790067,1.3937724817704602
288,Cyprus,2019,640337,337790067,0.18956655702963582
289,Czech Republic,2019,84738748,337790067,25.086216641177906
290,Denmark,2019,32796330,337790067,9.709086561151013
291,Djibouti,2019,1033689,337790067,0.3060152150655158
292,Dominica,2019,2608010,337790067,0.7720801334279613
293,Dominican Republic,2019,163529280,337790067,48.411512349177514
294,East Timor,2019,24857,337790067,0.007358712534314989
295,Ecuador,2019,81014308,337790067,23.983626493078614
296,Egypt,2019,66714462,337790067,19.750273473849663
297,El Salvador,2019,49712161,337790067,14.716880647647937
298,Equatorial Guinea,2019,5719530,337790067,1.6932203041956233
299,Eritrea,2019,18422,337790067,0.005453683159961006
300,Estonia,2019,5118820,337790067,1.5153849979845617
301,Ethiopia,2019,8079183,337790067,2.391776369196789
302,Falkland Islands,2019,0,337790067,0.0
303,Faroe Islands,2019,59724,337790067,0.01768080409540284
304,Fed States of Micronesia,2019,881509,337790067,0.2609635646864655
305,Fiji,2019,557786,337790067,0.1651280053773754
306,Finland,2019,36934653,337790067,10.934203402730608
307,France,2019,475124247,337790067,140.656666200904
308,French Guiana,2019,428775,337790067,0.12693534887158184
309,French Polynesia,2019,2470679,337790067,0.7314244086401748
310,French S. Antarctic Terr,2019,0,337790067,0.0
311,Gabon,2019,2162469,337790067,0.6401813467179306
312,Gambia,2019,2054858,337790067,0.6083239860336095
313,Gaza Strip,2019,3483,337790067,0.0010311138012237642
314,Georgia,2019,26164364,337790067,7.745747005639452
315,Germany,2019,2182973052,337790067,646.2514044262882
316,Ghana,2019,25030544,337790067,7.410088823008523
317,Gibraltar,2019,1019721,337790067,0.3018801023536314
318,Greece,2019,6921523,337790067,2.049060548603994
319,Greenland,2019,117009,337790067,0.03463956209227431
320,Grenada,2019,1603847,337790067,0.47480585034491257
321,Guadeloupe,2019,837018,337790067,0.2477923662568799
322,Guatemala,2019,86430040,337790067,25.586909872041915
323,Guinea,2019,5107433,337790067,1.5120139693154446
324,Guinea-Bissau,2019,18390,337790067,0.0054442098204148795
325,Guyana,2019,10028287,337790067,2.9687927442816133
326,Haiti,2019,9797253,337790067,2.900397009009741
327,Heard Isl & McDonald Isl,2019,0,337790067,0.0
328,Honduras,2019,75881705,337790067,22.46416115012642
329,Hong Kong,2019,529905366,337790067,156.87417060727248
330,Hungary,2019,147575930,337790067,43.68865292892109
331,Iceland,2019,5486108,337790067,1.6241176209601214
332,India,2019,541940971,337790067,160.4372135075245
333,Indonesia,2019,54640693,337790067,16.175932432021455
334,Iran,2019,143820,337790067,0.04257674042262468
335,Iraq,2019,32610938,337790067,9.654202768490526
336,Ireland,2019,29928099,337790067,8.859970118659529
337,Israel,2019,62632177,337790067,18.5417462260665
338,Italy,2019,719312974,337790067,212.94675133238894
339,Ivory Coast,2019,3132831,337790067,0.9274491188635218
340,Jamaica,2019,18025311,337790067,5.336246610235581
341,Japan,2019,1548224267,337790067,458.33919296389496
342,Jordan,2019,12377284,337790067,3.6641941872139183
343,Kazakhstan,2019,8926268,337790067,2.642548988866508
344,Kenya,2019,6412976,337790067,1.898509348411361
345,Kiribati (Gilbert Isl),2019,30379,337790067,0.008993455689743536
346,Korea,2019,718152373,337790067,212.60316485268348
347,Kosovo,2019,271911,337790067,0.08049703841646712
348,Kuwait,2019,79327933,337790067,23.48438890004424
349,Kyrgyzstan,2019,902673,337790067,0.26722899462878524
350,Laos,2019,43761,337790067,0.012955087871189534
351,Latvia,2019,6463974,337790067,1.9136068912292794
352,Lebanon,2019,25530959,337790067,7.5582326107889966
353,Lesotho,2019,0,337790067,0.0
354,Liberia,2019,3877113,337790067,1.1477877471157256
355,Libya,2019,22025964,337790067,6.520607368836574
356,Liechtenstein,2019,899151,337790067,0.26618633519498963
357,Lithuania,2019,22622557,337790067,6.697223870706654
358,Luxembourg,2019,10411146,337790067,3.082135035071946
359,Macao,2019,812298,337790067,0.24047421145749676
360,Macedonia,2019,10597558,337790067,3.137320790430466
361,Madagascar,2019,537885,337790067,0.15923647630526686
362,Malawi,2019,18441,337790067,0.0054593079553165195
363,Malaysia,2019,116993968,337790067,34.63511199102252
364,Maldive Islands,2019,420850,337790067,0.12458921712461131
365,Mali,2019,2019734,337790067,0.5979258117142917
366,Malta and Gozo,2019,1940517,337790067,0.5744742636259935
367,Marshall Islands,2019,869575,337790067,0.2574306011194817
368,Martinique,2019,2653592,337790067,0.7855743135276977
369,Mauritania,2019,5537216,337790067,1.6392477283827296
370,Mauritius,2019,889889,337790067,0.26344439548010745
371,Mayotte,2019,28372,337790067,0.008399299675084881
372,Mexico,2019,33351165102,337790067,9873.340977193388
373,Moldova,2019,56821,337790067,0.01682139457345263
374,Monaco,2019,11055,337790067,0.0032727427713260733
375,Mongolia,2019,19252144,337790067,5.699440534466634
376,Montenegro,2019,311473,337790067,0.09220904651408829
377,Montserrat,2019,194085,337790067,0.057457284556564535
378,Morocco,2019,11537717,337790067,3.4156472102538173
379,Mozambique,2019,4236370,337790067,1.2541428579070681
380,Namibia,2019,1659838,337790067,0.4913815301738876
381,Nauru,2019,0,337790067,0.0
382,Nepal,2019,195727,337790067,0.05794338529202518
383,Netherlands,2019,1221606616,337790067,361.6466957863506
384,Netherlands Antilles,2019,0,337790067,0.0
385,New Caledonia,2019,2164879,337790067,0.6408948076024983
386,New Zealand,2019,58282996,337790067,17.254206589798866
387,Nicaragua,2019,16751059,337790067,4.959014677006474
388,Niger,2019,1538478,337790067,0.4554538899452008
389,Nigeria,2019,178965164,337790067,52.98118017188469
390,Niue,2019,0,337790067,0.0
391,Norfolk Island,2019,0,337790067,0.0
392,Norway,2019,61505152,337790067,18.208099647879816
393,Oman,2019,28354638,337790067,8.394159796297386
394,Pakistan,2019,12618886,337790067,3.735718492870899
395,Palau,2019,77602,337790067,0.02297344048307969
396,Panama,2019,109434971,337790067,32.39733245323641
397,Papua New Guinea,2019,493241,337790067,0.14601998347097636
398,Paraguay,2019,205890762,337790067,60.9522843074009
399,Peru,2019,227439394,337790067,67.33158142273022
400,Philippines,2019,51361753,337790067,15.2052289329159
401,Pitcairn Island,2019,0,337790067,0.0
402,Poland,2019,251238270,337790067,74.37704495911065
403,Portugal,2019,21511945,337790067,6.368436227581553
404,Qatar,2019,48471631,337790067,14.349631838049282
405,Republic of South Africa,2019,713160443,337790067,211.12534460641794
406,Reunion,2019,462746,337790067,0.13699218692537812
407,Romania,2019,35345979,337790067,10.463889395539864
408,Russia,2019,458945462,337790067,135.86706858375442
409,Rwanda,2019,125435,337790067,0.037134010811513886
410,San Marino,2019,0,337790067,0.0
411,Sao Tome and Principe,2019,187038,337790067,0.05537107756339087
412,Saudi Arabia,2019,213157286,337790067,63.10347959402844
413,Senegal,2019,10195215,337790067,3.0182104200239848
414,Serbia,2019,1806826,337790067,0.5348961312115789
415,Seychelles,2019,703893,337790067,0.20838179353568737
416,Sierra Leone,2019,3672164,337790067,1.087114263783251
417,Singapore,2019,367196103,337790067,108.7054176166761
418,Sint Maarten,2019,5539479,337790067,1.639917671113757
419,Slovakia,2019,21927554,337790067,6.4914738893136255
420,Slovenia,2019,5843178,337790067,1.7298252882018583
421,Solomon Islands,2019,5282808,337790067,1.5639323106561331
422,Somalia,2019,2678617,337790067,0.7929827610946298
423,South Sudan,2019,97238,337790067,0.028786518462071888
424,Spain,2019,643684034,337790067,190.5574192032118
425,Sri Lanka (Ceylon),2019,1367688,337790067,0.4048929005363559
426,St Christopher-Nevis,2019,2107242,337790067,0.6238318428706194
427,St Helena,2019,0,337790067,0.0
428,St Lucia,2019,2094087,337790067,0.6199374121915787
429,St Pierre and Miquelon,2019,0,337790067,0.0
430,St Vincent and Grenadines,2019,1603680,337790067,0.47475641135415625
431,Sudan,2019,44885,337790067,0.013287838922747246
432,Suriname,2019,20357156,337790067,6.026570343171162
433,"Svalbard, Jan Mayen Island",2019,0,337790067,0.0
434,Swaziland,2019,472630,337790067,0.13991826467768811
435,Sweden,2019,155891421,337790067,46.15038635816369
436,Switzerland,2019,28677197,337790067,8.489650762880485
437,Syria,2019,0,337790067,0.0
438,Taiwan,2019,73126097,337790067,21.64838583012567
439,Tajikistan,2019,336203,337790067,0.09953016173207958
440,Tanzania,2019,3328015,337790067,0.9852317534251237
441,Thailand,2019,819004819,337790067,242.459710634416
442,Togo,2019,11193519,337790067,3.31375019384451
443,Tokelau Islands,2019,0,337790067,0.0
444,Tonga,2019,178011,337790067,0.0526987076858006
445,Trinidad and Tobago,2019,21800713,337790067,6.453923643645803
446,Tunisia,2019,5477512,337790067,1.621572845124543
447,Turkey,2019,291533862,337790067,86.3062269974919
448,Turkmenistan,2019,405125,337790067,0.11993395886327232
449,Turks and Caicos Islands,2019,2410090,337790067,0.7134875283351656
450,Tuvalu,2019,3996,337790067,0.0011829832758226133
451,Uganda,2019,622996,337790067,0.1844328951212174
452,Ukraine,2019,23367155,337790067,6.917656048186876
453,United Arab Emirates,2019,611809884,337790067,181.12133652526853
454,United Kingdom,2019,1957206938,337790067,579.415183928425
455,Uruguay,2019,30473819,337790067,9.021526082944293
456,Uzbekistan,2019,3761909,337790067,1.113682540582225
457,Vanuatu (New Hebrides),2019,21077,337790067,0.006239674300428734
458,Vatican City,2019,0,337790067,0.0
459,Venezuela,2019,61425196,337790067,18.184429324856374
460,Vietnam,2019,56847600,337790067,16.829269286950346
461,Wallis and Futuna,2019,0,337790067,0.0
462,West Bank,2019,0,337790067,0.0
463,Western Sahara,2019,0,337790067,0.0
464,Western Samoa,2019,370892,337790067,0.1097995578419421
465,Yemen (Sana),2019,1549232,337790067,0.4586375241164211
466,Zambia,2019,5358788,337790067,1.5864255712409685
467,Zimbabwe (Rhodesia),2019,3562230,337790067,1.054569197856253
468,Afghanistan,2020,25039002,339436159,7.376645456325706
